#e1 = 72
#e2 = 62
#I1 = 1
#I2 = 0.85
#dx = 0.5
#dz = 0.5
#phi_P = -3
#phi_D = 1
#M = 200
#N = 200
#tol = 1e-12
#iter_max = 150000
#iter_write = 5000
#l_B = 53.4
#alpha = 0.01
#delta = 5.46138245738348e-10
#n = 4
#
# r s phi(r,s)
-200 0 -3
-200 1 -2.65290463381146
-200 2 -2.35908543760638
-200 3 -2.10508371326445
-200 4 -1.88199349487871
-200 5 -1.68362431275255
-200 6 -1.50550216823726
-200 7 -1.34428937594661
-200 8 -1.19742942930317
-200 9 -1.06292000620015
-200 10 -0.9391625359305
-200 11 -0.824859394698193
-200 12 -0.718941768868872
-200 13 -0.62051786119198
-200 14 -0.528834946109956
-200 15 -0.443251071443149
-200 16 -0.363213616709508
-200 17 -0.288242814306964
-200 18 -0.217918921693984
-200 19 -0.15187211927076
-200 20 -0.0897744703660202
-200 21 -0.0313334603159902
-200 22 0.0237132418371892
-200 23 0.0756020653778058
-200 24 0.124547065058095
-200 25 0.170742847183235
-200 26 0.214367013336468
-200 27 0.255582214161996
-200 28 0.29453788576266
-200 29 0.331371726127277
-200 30 0.366210957344555
-200 31 0.39917341033059
-200 32 0.430368461710754
-200 33 0.459897846941017
-200 34 0.487856369333193
-200 35 0.514332521124158
-200 36 0.539409029901006
-200 37 0.563163341413289
-200 38 0.585668047946522
-200 39 0.606991269923154
-200 40 0.627196997159008
-200 41 0.646345395185218
-200 42 0.66449308120431
-200 43 0.68169337355326
-200 44 0.697996517965316
-200 45 0.713449893438792
-200 46 0.728098200115674
-200 47 0.741983631232043
-200 48 0.755146030915728
-200 49 0.767623039364183
-200 50 0.77945022673054
-200 51 0.790661216871088
-200 52 0.80128780195979
-200 53 0.811360048848183
-200 54 0.820906397941063
-200 55 0.829953755265554
-200 56 0.838527578331036
-200 57 0.846651956308903
-200 58 0.854349685001552
-200 59 0.861642337018538
-200 60 0.868550327533204
-200 61 0.875092975954172
-200 62 0.881288563812064
-200 63 0.887154389132206
-200 64 0.892706817537905
-200 65 0.897961330305938
-200 66 0.902932569575636
-200 67 0.907634380894953
-200 68 0.912079853271005
-200 69 0.916281356878292
-200 70 0.920250578565142
-200 71 0.923998555287514
-200 72 0.927535705589006
-200 73 0.930871859236683
-200 74 0.934016285113922
-200 75 0.936977717463862
-200 76 0.939764380570063
-200 77 0.942384011954638
-200 78 0.94484388416825
-200 79 0.947150825241002
-200 80 0.949311237858263
-200 81 0.951331117320853
-200 82 0.953216068344731
-200 83 0.954971320751326
-200 84 0.956601744095894
-200 85 0.958111861277774
-200 86 0.959505861173114
-200 87 0.960787610327488
-200 88 0.961960663742882
-200 89 0.963028274790699
-200 90 0.963993404279748
-200 91 0.964858728705625
-200 92 0.965626647705419
-200 93 0.966299290739315
-200 94 0.96687852301838
-200 95 0.967365950695599
-200 96 0.967762925335079
-200 97 0.968070547672254
-200 98 0.968289670675848
-200 99 0.968420901920382
-200 100 0.96846460527599
-200 101 0.968420901920382
-200 102 0.968289670675848
-200 103 0.968070547672254
-200 104 0.967762925335079
-200 105 0.967365950695599
-200 106 0.96687852301838
-200 107 0.966299290739315
-200 108 0.965626647705419
-200 109 0.964858728705625
-200 110 0.963993404279748
-200 111 0.963028274790699
-200 112 0.961960663742882
-200 113 0.960787610327488
-200 114 0.959505861173114
-200 115 0.958111861277774
-200 116 0.956601744095894
-200 117 0.954971320751326
-200 118 0.95321606834473
-200 119 0.951331117320852
-200 120 0.949311237858263
-200 121 0.947150825241002
-200 122 0.94484388416825
-200 123 0.942384011954638
-200 124 0.939764380570063
-200 125 0.936977717463862
-200 126 0.934016285113922
-200 127 0.930871859236682
-200 128 0.927535705589005
-200 129 0.923998555287514
-200 130 0.920250578565141
-200 131 0.916281356878292
-200 132 0.912079853271005
-200 133 0.907634380894953
-200 134 0.902932569575636
-200 135 0.897961330305938
-200 136 0.892706817537904
-200 137 0.887154389132204
-200 138 0.881288563812063
-200 139 0.875092975954172
-200 140 0.868550327533204
-200 141 0.861642337018537
-200 142 0.854349685001553
-200 143 0.846651956308906
-200 144 0.838527578331037
-200 145 0.829953755265554
-200 146 0.820906397941061
-200 147 0.81136004884818
-200 148 0.80128780195979
-200 149 0.790661216871082
-200 150 0.77945022673054
-200 151 0.767623039364193
-200 152 0.755146030915727
-200 153 0.741983631232038
-200 154 0.728098200115668
-200 155 0.713449893438782
-200 156 0.697996517965306
-200 157 0.681693373553257
-200 158 0.664493081204308
-200 159 0.646345395185224
-200 160 0.62719699715898
-200 161 0.60699126992314
-200 162 0.585668047946536
-200 163 0.563163341413312
-200 164 0.539409029901016
-200 165 0.514332521124207
-200 166 0.487856369333111
-200 167 0.459897846940898
-200 168 0.430368461710634
-200 169 0.399173410330684
-200 170 0.366210957344486
-200 171 0.331371726127183
-200 172 0.294537885762839
-200 173 0.255582214161958
-200 174 0.214367013336449
-200 175 0.170742847183311
-200 176 0.12454706505822
-200 177 0.0756020653776639
-200 178 0.02371324183746
-200 179 -0.0313334603160074
-200 180 -0.0897744703662474
-200 181 -0.151872119270581
-200 182 -0.217918921694283
-200 183 -0.288242814307782
-200 184 -0.363213616710798
-200 185 -0.443251071443027
-200 186 -0.528834946110631
-200 187 -0.620517861195455
-200 188 -0.718941768872386
-200 189 -0.824859394694961
-200 190 -0.93916253593612
-200 191 -1.0629200061986
-200 192 -1.1974294293001
-200 193 -1.34428937592191
-200 194 -1.50550216823459
-200 195 -1.68362431275567
-200 196 -1.88199349479679
-200 197 -2.10508371318421
-200 198 -2.35908543763043
-200 199 -2.6529046335965
-200 200 -3
-199 0 -3
-199 1 -2.65290463947054
-199 2 -2.35908544855948
-199 3 -2.10508373028549
-199 4 -1.88199351825563
-199 5 -1.68362434313287
-199 6 -1.50550220613577
-199 7 -1.34428942184372
-199 8 -1.19742948370196
-199 9 -1.062920069654
-199 10 -0.939162608913906
-199 11 -0.824859477698269
-199 12 -0.718941862363577
-199 13 -0.620517965624296
-199 14 -0.528835061908425
-199 15 -0.443251199009302
-199 16 -0.36321375643587
-199 17 -0.288242966554412
-199 18 -0.217919086801923
-199 19 -0.151872297554521
-199 20 -0.0897746621223928
-199 21 -0.031333665815624
-199 22 0.0237130223452611
-199 23 0.0756018316667852
-199 24 0.124546816924093
-199 25 0.170742584443367
-199 26 0.214366735829406
-199 27 0.255581921746648
-199 28 0.294537578319048
-199 29 0.331371403554153
-199 30 0.366210619560402
-199 31 0.39917305727219
-199 32 0.430368093332401
